feasible,figure_of_merit,noise_reduction_dB,blade_mass_g,on_front,chord_root_m,chord_tip_m,twist_root_deg,twist_tip_deg,tubercle_amp_m,tubercle_wl_m,n_blades,prop_radius_m,hub_radius_m,hub_height_m,shaft_hole_r_m,thickness_ratio,rpm,total_thrust_N,total_torque_Nm,rho_air
True,0.83448,0.67,21.1092,False,0.02373552466544395,0.012791856550685399,31.24139328986483,16.250007178343555,0.0013142813008756866,0.06795557781315356,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.81321,0.49,20.3432,False,0.028557344008084365,0.010818649759929065,31.664471974002808,17.1105557177071,0.0010156256573672564,0.04765282225179794,4,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83403,0.91,30.5282,False,0.02646693797643982,0.013537915482233848,26.304792277625314,6.846706709055584,0.0019483666502864102,0.06881751659788506,6,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83035,0.24,25.7138,False,0.033887090611550444,0.009664601920430437,27.603932964957835,10.466170584024347,0.0005395508752571517,0.03961741172112252,4,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.81078,1.1,13.2878,False,0.02018942978013738,0.008426627842215314,33.8578113684118,15.38839032139577,0.0016716187729392483,0.06379232382563736,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.80632,0.11,17.6298,False,0.03012622994237597,0.012393641834205667,35.224899595360355,12.668837652970513,0.0002507723013042397,0.05555741981739744,3,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.63826,1.92,5.7054,True,0.022517773721432693,0.006519892116919536,38.972668256597345,19.267589985014922,0.002913684242094039,0.044669004108469273,2,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.83125,0.59,21.8425,False,0.025014649257395504,0.011928797105314786,43.32697785089994,8.638071280980645,0.0011642133674645593,0.050118430290235425,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.76092,1.26,16.5042,False,0.03215156185728824,0.007749465681578529,40.05081060264177,14.53990729289947,0.0026132426379750526,0.03430957342892704,3,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
True,0.80234,1.0,11.5796,True,0.02,0.006289350320928184,33.62626489998776,14.821122356478043,0.001379276903388674,0.042608028635205145,5,0.127,0.012,0.022,0.003,0.12,8000.0,15.0,0.35,1.225
